Gene stable ID	NCBI gene ID	Gene name	Source of gene name	HGNC symbol
ENSG00000271412		PRR13P3	HGNC Symbol	PRR13P3
ENSG00000225761		AL596247.1	Clone-based (Ensembl) gene	
ENSG00000280490		AC116165.5	Clone-based (Ensembl) gene	
ENSG00000243955	2938	GSTA1	HGNC Symbol	GSTA1
ENSG00000253111		AC091114.1	Clone-based (Ensembl) gene	
ENSG00000257429		AC074031.1	Clone-based (Ensembl) gene	
ENSG00000093009	8318	CDC45	HGNC Symbol	CDC45
ENSG00000282016		IGHVIII-67-2	HGNC Symbol	IGHVIII-67-2
ENSG00000255474	101929549	GAU1	HGNC Symbol	GAU1
ENSG00000281254		AC116165.8	Clone-based (Ensembl) gene	
ENSG00000110274	22897	CEP164	HGNC Symbol	CEP164
ENSG00000256799		AC005832.3	Clone-based (Ensembl) gene	
ENSG00000273900		CR848007.3	Clone-based (Ensembl) gene	
ENSG00000035403	7414	VCL	HGNC Symbol	VCL
ENSG00000139304	374462	PTPRQ	HGNC Symbol	PTPRQ
ENSG00000282161		IGHVIII-67-3	HGNC Symbol	IGHVIII-67-3
ENSG00000282808		IGHVIII-67-4	HGNC Symbol	IGHVIII-67-4
ENSG00000167930	83986	FAM234A	HGNC Symbol	FAM234A
ENSG00000111254	10566	AKAP3	HGNC Symbol	AKAP3
ENSG00000282055		IGHV1-68	HGNC Symbol	IGHV1-68
ENSG00000281754		AC116165.10	Clone-based (Ensembl) gene	
ENSG00000107362	51104	ABHD17B	HGNC Symbol	ABHD17B
ENSG00000282350		IGHV1-69	HGNC Symbol	IGHV1-69
ENSG00000241166	3139	HLA-L	HGNC Symbol	HLA-L
ENSG00000101974	286410	ATP11C	HGNC Symbol	ATP11C
ENSG00000274174	199713	NLRP7	HGNC Symbol	NLRP7
ENSG00000232786		TIMM9P3	HGNC Symbol	TIMM9P3
ENSG00000224705	414777	HCG18	HGNC Symbol	HCG18
ENSG00000165837	220081	ERICH6B	HGNC Symbol	ERICH6B
ENSG00000135469	93058	COQ10A	HGNC Symbol	COQ10A
ENSG00000253470	105375747	AC016074.1	Clone-based (Ensembl) gene	
ENSG00000237172	84752	B3GNT9	HGNC Symbol	B3GNT9
ENSG00000245164	100130231	LINC00861	HGNC Symbol	LINC00861
ENSG00000256988		AC005833.2	Clone-based (Ensembl) gene	
ENSG00000166013		TRIM53BP	HGNC Symbol	TRIM53BP
ENSG00000125149	80262	C16orf70	HGNC Symbol	C16orf70
ENSG00000276556		AF254982.1	Clone-based (Ensembl) gene	
ENSG00000253651		SOD1P3	HGNC Symbol	SOD1P3
ENSG00000213639	5500	PPP1CB	HGNC Symbol	PPP1CB
ENSG00000270639		ECM1P1	HGNC Symbol	ECM1P1
ENSG00000225180	388428	PVALEF	HGNC Symbol	PVALEF
ENSG00000254227		AC024681.2	Clone-based (Ensembl) gene	
ENSG00000277282		IGHV1OR21-1	HGNC Symbol	IGHV1OR21-1
ENSG00000220105		AL353151.1	Clone-based (Ensembl) gene	
ENSG00000229306		AP001464.1	Clone-based (Ensembl) gene	
ENSG00000254087	4067	LYN	HGNC Symbol	LYN
ENSG00000234048		FAM96AP1	HGNC Symbol	FAM96AP1
ENSG00000155621	138241	C9orf85	HGNC Symbol	C9orf85
ENSG00000223962		UBBP3	HGNC Symbol	UBBP3
ENSG00000215004		MESTP4	HGNC Symbol	MESTP4
ENSG00000203506		RBMS3-AS2	HGNC Symbol	RBMS3-AS2
ENSG00000181409	9625	AATK	HGNC Symbol	AATK
ENSG00000232470		AL136368.1	Clone-based (Ensembl) gene	
ENSG00000214413	92482	BBIP1	HGNC Symbol	BBIP1
ENSG00000283563		AC098650.1	Clone-based (Ensembl) gene	
ENSG00000235904		RBMS3-AS3	HGNC Symbol	RBMS3-AS3
ENSG00000134240	3158	HMGCS2	HGNC Symbol	HMGCS2
ENSG00000235593	100873977	RBMS3-AS1	HGNC Symbol	RBMS3-AS1
ENSG00000266835	100505592	GAPLINC	HGNC Symbol	GAPLINC
ENSG00000227795		MTND4LP9	HGNC Symbol	MTND4LP9
ENSG00000273622	148170	CDC42EP5	HGNC Symbol	CDC42EP5
ENSG00000241570	101927832	PAQR9-AS1	HGNC Symbol	PAQR9-AS1
ENSG00000282482		IGHV2-70D	HGNC Symbol	IGHV2-70D
ENSG00000144642	27303	RBMS3	HGNC Symbol	RBMS3
ENSG00000144642	645206	RBMS3	HGNC Symbol	RBMS3
ENSG00000100906	4792	NFKBIA	HGNC Symbol	NFKBIA
ENSG00000282421		IGHV3-69-1	HGNC Symbol	IGHV3-69-1
ENSG00000226340		AC105402.1	Clone-based (Ensembl) gene	
ENSG00000275148		IGHV1-69-2	HGNC Symbol	IGHV1-69-2
ENSG00000276374		AL451142.3	Clone-based (Ensembl) gene	
ENSG00000168280	3800	KIF5C	HGNC Symbol	KIF5C
ENSG00000274248		AJ011932.1	Clone-based (Ensembl) gene	
ENSG00000250563		KNOP1P5	HGNC Symbol	KNOP1P5
ENSG00000281149		AP000344.3	Clone-based (Ensembl) gene	
ENSG00000253841		AC024681.1	Clone-based (Ensembl) gene	
ENSG00000281076	150244	ZDHHC8P1	HGNC Symbol	ZDHHC8P1
ENSG00000188582	344838	PAQR9	HGNC Symbol	PAQR9
ENSG00000269400		AC008734.2	Clone-based (Ensembl) gene	
ENSG00000223390		AL445685.1	Clone-based (Ensembl) gene	
ENSG00000170948	85509	MBD3L1	HGNC Symbol	MBD3L1
ENSG00000134717	91408	BTF3L4	HGNC Symbol	BTF3L4
ENSG00000268129	100289361	AC026304.1	Clone-based (Ensembl) gene	
ENSG00000241592		AC021074.2	Clone-based (Ensembl) gene	
ENSG00000115966	1386	ATF2	HGNC Symbol	ATF2
ENSG00000248720		RFPL4AP5	HGNC Symbol	RFPL4AP5
ENSG00000259759		AC007907.1	Clone-based (Ensembl) gene	
ENSG00000244791	101927657	AC087667.1	Clone-based (Ensembl) gene	
ENSG00000205771	440278	CATSPER2P1	HGNC Symbol	CATSPER2P1
ENSG00000253427		AC084116.2	Clone-based (Ensembl) gene	
ENSG00000253220		AC084116.1	Clone-based (Ensembl) gene	
ENSG00000258260		AC073896.5	Clone-based (Ensembl) gene	
ENSG00000278688		AC215799.1	Clone-based (Ensembl) gene	
ENSG00000236060		HSPB1P1	HGNC Symbol	HSPB1P1
ENSG00000253530	105375750	AC084116.3	Clone-based (Ensembl) gene	
ENSG00000152402	2977	GUCY1A2	HGNC Symbol	GUCY1A2
ENSG00000225659		TRIM26BP	HGNC Symbol	TRIM26BP
ENSG00000088833	55968	NSFL1C	HGNC Symbol	NSFL1C
ENSG00000233617		CR753818.1	Clone-based (Ensembl) gene	
ENSG00000262560		AC018512.1	Clone-based (Ensembl) gene	
ENSG00000241053	414778	HCG17	HGNC Symbol	HCG17
ENSG00000235458		CR753818.2	Clone-based (Ensembl) gene	
ENSG00000123933	10608	MXD4	HGNC Symbol	MXD4
ENSG00000230017	285830	HLA-F-AS1	HGNC Symbol	HLA-F-AS1
ENSG00000213087		AL356535.1	Clone-based (Ensembl) gene	
ENSG00000163806	245711	SPDYA	HGNC Symbol	SPDYA
ENSG00000128886	80237	ELL3	HGNC Symbol	ELL3
ENSG00000231883		AL138733.2	Clone-based (Ensembl) gene	
ENSG00000134193	83998	REG4	HGNC Symbol	REG4
ENSG00000219747		AL133260.1	Clone-based (Ensembl) gene	
ENSG00000232290		AL133260.2	Clone-based (Ensembl) gene	
ENSG00000232839	56658	TRIM39	HGNC Symbol	TRIM39
ENSG00000230432		AC114803.1	Clone-based (Ensembl) gene	
ENSG00000213568		HNRNPA1P13	HGNC Symbol	HNRNPA1P13
ENSG00000240845		RPL23AP1	HGNC Symbol	RPL23AP1
ENSG00000143032	343472	BARHL2	HGNC Symbol	BARHL2
ENSG00000248230		MICE	HGNC Symbol	MICE
ENSG00000257786		AKIRIN1P1	HGNC Symbol	AKIRIN1P1
ENSG00000179546	3352	HTR1D	HGNC Symbol	HTR1D
ENSG00000261003		AL008628.1	Clone-based (Ensembl) gene	
ENSG00000249803		AC112178.1	Clone-based (Ensembl) gene	
ENSG00000008018	5689	PSMB1	HGNC Symbol	PSMB1
ENSG00000220785	339483	MTMR9LP	HGNC Symbol	MTMR9LP
ENSG00000169499	59339	PLEKHA2	HGNC Symbol	PLEKHA2
ENSG00000250284		AC109439.2	Clone-based (Ensembl) gene	
ENSG00000215381		AL109936.1	Clone-based (Ensembl) gene	
ENSG00000285532		AC091614.2	Clone-based (Ensembl) gene	
ENSG00000233593	105378853	AL590094.1	Clone-based (Ensembl) gene	
ENSG00000248616		AC109439.1	Clone-based (Ensembl) gene	
ENSG00000261326	100996511	LINC01355	HGNC Symbol	LINC01355
ENSG00000250658	339975	AC097652.1	Clone-based (Ensembl) gene	
ENSG00000250042		LINC02514	HGNC Symbol	LINC02514
ENSG00000117862	51060	TXNDC12	HGNC Symbol	TXNDC12
ENSG00000254325		AC018607.1	Clone-based (Ensembl) gene	
ENSG00000250620		LINC02515	HGNC Symbol	LINC02515
ENSG00000231079		AC105402.3	Clone-based (Ensembl) gene	
ENSG00000100012	266629	SEC14L3	HGNC Symbol	SEC14L3
ENSG00000251643		AC093763.2	Clone-based (Ensembl) gene	
ENSG00000111046	4618	MYF6	HGNC Symbol	MYF6
ENSG00000251490		AC093763.1	Clone-based (Ensembl) gene	
ENSG00000228848		AC105402.2	Clone-based (Ensembl) gene	
ENSG00000225446		LINC01763	HGNC Symbol	LINC01763
ENSG00000282008		GAPDHP26	HGNC Symbol	GAPDHP26
ENSG00000270589		AL158163.1	Clone-based (Ensembl) gene	
ENSG00000272094		AC091614.1	Clone-based (Ensembl) gene	
ENSG00000278601		AL158163.2	Clone-based (Ensembl) gene	
ENSG00000232882		PHKA1P1	HGNC Symbol	PHKA1P1
ENSG00000203497		PDCD4-AS1	HGNC Symbol	PDCD4-AS1
ENSG00000204455		TRIM51BP	HGNC Symbol	TRIM51BP
ENSG00000139055	121506	ERP27	HGNC Symbol	ERP27
ENSG00000175866	10458	BAIAP2	HGNC Symbol	BAIAP2
ENSG00000181705		AL596028.1	Clone-based (Ensembl) gene	
ENSG00000235728		AC007349.3	Clone-based (Ensembl) gene	
ENSG00000238203	80737	VWA7	HGNC Symbol	VWA7
ENSG00000240785		RPL36AP21	HGNC Symbol	RPL36AP21
ENSG00000216352		AL590824.1	Clone-based (Ensembl) gene	
ENSG00000225739		NPM1P18	HGNC Symbol	NPM1P18
ENSG00000005243	51226	COPZ2	HGNC Symbol	COPZ2
ENSG00000230831		AC007349.2	Clone-based (Ensembl) gene	
ENSG00000233910		GTF2F2P2	HGNC Symbol	GTF2F2P2
ENSG00000235706	400242	DICER1-AS1	HGNC Symbol	DICER1-AS1
ENSG00000255991		AC121334.1	Clone-based (Ensembl) gene	
ENSG00000282961	101867536	PRNCR1	HGNC Symbol	PRNCR1
ENSG00000224309		ANKRD30BP2	HGNC Symbol	ANKRD30BP2
ENSG00000270273		AC121334.2	Clone-based (Ensembl) gene	
ENSG00000198498	55319	TMA16	HGNC Symbol	TMA16
ENSG00000280997	101805488	CCAT2	HGNC Symbol	CCAT2
ENSG00000259022		DNAJC8P1	HGNC Symbol	DNAJC8P1
ENSG00000253438	100750225	PCAT1	HGNC Symbol	PCAT1
ENSG00000223622		GSTA6P	HGNC Symbol	GSTA6P
ENSG00000100697	23405	DICER1	HGNC Symbol	DICER1
ENSG00000112592	6908	TBP	HGNC Symbol	TBP
ENSG00000173208	225	ABCD2	HGNC Symbol	ABCD2
ENSG00000259017		AL133163.3	Clone-based (Ensembl) gene	
ENSG00000259105		RPS3AP4	HGNC Symbol	RPS3AP4
ENSG00000250699		AP000892.1	Clone-based (Ensembl) gene	
ENSG00000171103	55006	TRMT61B	HGNC Symbol	TRMT61B
ENSG00000167257	257160	RNF214	HGNC Symbol	RNF214
ENSG00000183615	84734	FAM167B	HGNC Symbol	FAM167B
ENSG00000274584		AP001282.2	Clone-based (Ensembl) gene	
ENSG00000213252		AP001282.1	Clone-based (Ensembl) gene	
ENSG00000242028	25764	HYPK	HGNC Symbol	HYPK
ENSG00000248693		LINC02100	HGNC Symbol	LINC02100
ENSG00000227729	647286	RD3L	HGNC Symbol	RD3L
ENSG00000254558		AP005435.1	Clone-based (Ensembl) gene	
ENSG00000259029		DUX4L18	HGNC Symbol	DUX4L18
ENSG00000258783		KRT18P6	HGNC Symbol	KRT18P6
ENSG00000258991		DUX4L19	HGNC Symbol	DUX4L19
ENSG00000156414	122402	TDRD9	HGNC Symbol	TDRD9
ENSG00000215864	343505	NBPF7	HGNC Symbol	NBPF7
ENSG00000285732		AC121334.3	Clone-based (Ensembl) gene	
ENSG00000198841	112970	KTI12	HGNC Symbol	KTI12
ENSG00000168348	84684	INSM2	HGNC Symbol	INSM2
ENSG00000253645		AC108863.1	Clone-based (Ensembl) gene	
ENSG00000227205		PFN1P9	HGNC Symbol	PFN1P9
ENSG00000270455		PABPC1P5	HGNC Symbol	PABPC1P5
ENSG00000240912		AC092896.1	Clone-based (Ensembl) gene	
ENSG00000226446		NOTCH2P1	HGNC Symbol	NOTCH2P1
ENSG00000220076		AL034345.1	Clone-based (Ensembl) gene	
ENSG00000231150	100131047	AL034345.2	Clone-based (Ensembl) gene	
ENSG00000134249	11085	ADAM30	HGNC Symbol	ADAM30
ENSG00000228369	104355143	TXNDC12-AS1	HGNC Symbol	TXNDC12-AS1
ENSG00000182793	221357	GSTA5	HGNC Symbol	GSTA5
ENSG00000123570	51209	RAB9B	HGNC Symbol	RAB9B
ENSG00000232031		AL078599.2	Clone-based (Ensembl) gene	
ENSG00000285839		AL445685.3	Clone-based (Ensembl) gene	
ENSG00000261662		AL359752.1	Clone-based (Ensembl) gene	
ENSG00000268220		AC008040.5	Clone-based (Ensembl) gene	
ENSG00000285875		AL035446.2	Clone-based (Ensembl) gene	
ENSG00000277797		AL359693.1	Clone-based (Ensembl) gene	
ENSG00000234147		AL035446.1	Clone-based (Ensembl) gene	
ENSG00000112773	55603	TENT5A	HGNC Symbol	TENT5A
ENSG00000217684		RPS3AP24	HGNC Symbol	RPS3AP24
ENSG00000173889	80012	PHC3	HGNC Symbol	PHC3
ENSG00000231787		AC234782.2	Clone-based (Ensembl) gene	
ENSG00000276298		AC234782.4	Clone-based (Ensembl) gene	
ENSG00000184716	619189	SERINC4	HGNC Symbol	SERINC4
ENSG00000234345		AC234782.3	Clone-based (Ensembl) gene	
ENSG00000250590	100506272	LINC02492	HGNC Symbol	LINC02492
ENSG00000216548		AL357084.1	Clone-based (Ensembl) gene	
ENSG00000124721	1769	DNAH8	HGNC Symbol	DNAH8
ENSG00000246228	727677	CASC8	HGNC Symbol	CASC8
ENSG00000166130	121457	IKBIP	HGNC Symbol	IKBIP
ENSG00000100580	283578	TMED8	HGNC Symbol	TMED8
ENSG00000275138		AL357080.1	Clone-based (Ensembl) gene	
ENSG00000270472		IGHV3OR16-9	HGNC Symbol	IGHV3OR16-9
ENSG00000259828		AL355596.1	Clone-based (Ensembl) gene	
ENSG00000223931		AC142381.1	Clone-based (Ensembl) gene	
ENSG00000224722		AC020688.1	Clone-based (Ensembl) gene	
ENSG00000249642		AC097521.1	Clone-based (Ensembl) gene	
ENSG00000197476		AC034105.1	Clone-based (Ensembl) gene	
ENSG00000106443	9678	PHF14	HGNC Symbol	PHF14
ENSG00000253573		AC024382.1	Clone-based (Ensembl) gene	
ENSG00000218351		RPS3AP23	HGNC Symbol	RPS3AP23
ENSG00000260628		AC142381.3	Clone-based (Ensembl) gene	
ENSG00000271509		AC018714.1	Clone-based (Ensembl) gene	
ENSG00000158427	286527	TMSB15B	HGNC Symbol	TMSB15B
ENSG00000212993	5462	POU5F1B	HGNC Symbol	POU5F1B
ENSG00000273233		AC097724.1	Clone-based (Ensembl) gene	
ENSG00000258510		AC007954.1	Clone-based (Ensembl) gene	
ENSG00000279567		AC005703.5	Clone-based (Ensembl) gene	
ENSG00000226089		AL122017.1	Clone-based (Ensembl) gene	
ENSG00000243920		RPS26P24	HGNC Symbol	RPS26P24
ENSG00000100583	161394	SAMD15	HGNC Symbol	SAMD15
ENSG00000250804		AC073648.3	Clone-based (Ensembl) gene	
ENSG00000111348	397	ARHGDIB	HGNC Symbol	ARHGDIB
ENSG00000266667		AC005703.4	Clone-based (Ensembl) gene	
ENSG00000254166	100507056	CASC19	HGNC Symbol	CASC19
ENSG00000254166	103164619	CASC19	HGNC Symbol	CASC19
ENSG00000122515	83637	ZMIZ2	HGNC Symbol	ZMIZ2
ENSG00000257022		AC008250.1	Clone-based (Ensembl) gene	
ENSG00000114268	5210	PFKFB4	HGNC Symbol	PFKFB4
ENSG00000275567		AC008250.2	Clone-based (Ensembl) gene	
ENSG00000261704		IGHV1OR16-1	HGNC Symbol	IGHV1OR16-1
ENSG00000165555	122945	NOXRED1	HGNC Symbol	NOXRED1
ENSG00000114391	6152	RPL24	HGNC Symbol	RPL24
ENSG00000069431	10060	ABCC9	HGNC Symbol	ABCC9
ENSG00000260218		AC034105.4	Clone-based (Ensembl) gene	
ENSG00000243009	79897	RPP21	HGNC Symbol	RPP21
ENSG00000243009	202658	RPP21	HGNC Symbol	RPP21
ENSG00000261727		AC142381.4	Clone-based (Ensembl) gene	
ENSG00000230312		AC234782.1	Clone-based (Ensembl) gene	
ENSG00000261289		AC034105.5	Clone-based (Ensembl) gene	
ENSG00000227067		DPPA3P1	HGNC Symbol	DPPA3P1
ENSG00000231728	100128594	TMSB15B-AS1	HGNC Symbol	TMSB15B-AS1
ENSG00000260048		IGHV1OR16-3	HGNC Symbol	IGHV1OR16-3
ENSG00000223775	28973	MRPS18B	HGNC Symbol	MRPS18B
ENSG00000249191		UBE2V1P12	HGNC Symbol	UBE2V1P12
ENSG00000183704		SLC9B1P1	HGNC Symbol	SLC9B1P1
ENSG00000249927		AC025768.1	Clone-based (Ensembl) gene	
ENSG00000270242		ACTR3BP1	HGNC Symbol	ACTR3BP1
ENSG00000189253	642446	TRIM64B	HGNC Symbol	TRIM64B
ENSG00000012779	240	ALOX5	HGNC Symbol	ALOX5
ENSG00000111049	4617	MYF5	HGNC Symbol	MYF5
ENSG00000140264	10169	SERF2	HGNC Symbol	SERF2
ENSG00000140264	100529067	SERF2	HGNC Symbol	SERF2
ENSG00000080511	50700	RDH8	HGNC Symbol	RDH8
ENSG00000282083		AC015849.7	Clone-based (Ensembl) gene	
ENSG00000213994		AL157395.1	Clone-based (Ensembl) gene	
ENSG00000196209	284759	SIRPB2	HGNC Symbol	SIRPB2
ENSG00000276986	256957	HEATR9	HGNC Symbol	HEATR9
ENSG00000134250	4853	NOTCH2	HGNC Symbol	NOTCH2
ENSG00000257741	101928420	LINC01490	HGNC Symbol	LINC01490
ENSG00000116014	84634	KISS1R	HGNC Symbol	KISS1R
ENSG00000170525	5209	PFKFB3	HGNC Symbol	PFKFB3
ENSG00000253521	93668	HPYR1	HGNC Symbol	HPYR1
ENSG00000120875	1846	DUSP4	HGNC Symbol	DUSP4
ENSG00000226816		AC005082.1	Clone-based (Ensembl) gene	
ENSG00000006712	54623	PAF1	HGNC Symbol	PAF1
ENSG00000285926		AC005082.2	Clone-based (Ensembl) gene	
ENSG00000136243	11097	NUPL2	HGNC Symbol	NUPL2
ENSG00000103657	8925	HERC1	HGNC Symbol	HERC1
ENSG00000189184	54510	PCDH18	HGNC Symbol	PCDH18
ENSG00000282822		AC242528.1	Clone-based (Ensembl) gene	
ENSG00000238104	5514	PPP1R10	HGNC Symbol	PPP1R10
ENSG00000276505		AP000892.2	Clone-based (Ensembl) gene	
ENSG00000244119	285359	PDCL3P4	HGNC Symbol	PDCL3P4
ENSG00000278768		BACE1-AS	HGNC Symbol	BACE1-AS
ENSG00000276572	115653	KIR3DL3	HGNC Symbol	KIR3DL3
ENSG00000285601		AC084262.2	Clone-based (Ensembl) gene	
ENSG00000230375		GSTA11P	HGNC Symbol	GSTA11P
ENSG00000260253		AC084262.1	Clone-based (Ensembl) gene	
ENSG00000115155	9381	OTOF	HGNC Symbol	OTOF
ENSG00000249285		AC114981.1	Clone-based (Ensembl) gene	
ENSG00000253632		AC084026.2	Clone-based (Ensembl) gene	
ENSG00000157077	9372	ZFYVE9	HGNC Symbol	ZFYVE9
ENSG00000253182		AC084026.1	Clone-based (Ensembl) gene	
ENSG00000122482	84146	ZNF644	HGNC Symbol	ZNF644
ENSG00000280147		AC084026.3	Clone-based (Ensembl) gene	
ENSG00000139053	5149	PDE6H	HGNC Symbol	PDE6H
ENSG00000253543		AC083923.1	Clone-based (Ensembl) gene	
ENSG00000243844		RPL17P33	HGNC Symbol	RPL17P33
ENSG00000168672	157638	FAM84B	HGNC Symbol	FAM84B
ENSG00000260201		AC141273.1	Clone-based (Ensembl) gene	
ENSG00000183844	54097	FAM3B	HGNC Symbol	FAM3B
ENSG00000260762		ACSM5P1	HGNC Symbol	ACSM5P1
ENSG00000255727	101928340	LINC01489	HGNC Symbol	LINC01489
ENSG00000251191	619351	LINC00589	HGNC Symbol	LINC00589
ENSG00000204669	138240	C9orf57	HGNC Symbol	C9orf57
ENSG00000162777	79961	DENND2D	HGNC Symbol	DENND2D
ENSG00000230370		RPL23AP52	HGNC Symbol	RPL23AP52
ENSG00000142186	57410	SCYL1	HGNC Symbol	SCYL1
ENSG00000234394		AL353608.3	Clone-based (Ensembl) gene	
ENSG00000236091	340581	LINC02243	HGNC Symbol	LINC02243
ENSG00000253490	101929450	LINC02099	HGNC Symbol	LINC02099
ENSG00000206412	2794	GNL1	HGNC Symbol	GNL1
ENSG00000253352	55000	TUG1	HGNC Symbol	TUG1
ENSG00000248565		TECRP2	HGNC Symbol	TECRP2
ENSG00000231929		HMGB3P31	HGNC Symbol	HMGB3P31
ENSG00000225337		AL353608.1	Clone-based (Ensembl) gene	
ENSG00000224958	572558	PGM5-AS1	HGNC Symbol	PGM5-AS1
ENSG00000261083	101927087	LINC02516	HGNC Symbol	LINC02516
ENSG00000053328	728464	METTL24	HGNC Symbol	METTL24
ENSG00000184785	644538	SMIM10	HGNC Symbol	SMIM10
ENSG00000154330	5239	PGM5	HGNC Symbol	PGM5
ENSG00000251330		AC114939.1	Clone-based (Ensembl) gene	
ENSG00000182504	79598	CEP97	HGNC Symbol	CEP97
ENSG00000230480		AC093142.1	Clone-based (Ensembl) gene	
ENSG00000145868	81545	FBXO38	HGNC Symbol	FBXO38
ENSG00000226216		RPS12P5	HGNC Symbol	RPS12P5
ENSG00000168438	51362	CDC40	HGNC Symbol	CDC40
ENSG00000151458	57182	ANKRD50	HGNC Symbol	ANKRD50
ENSG00000206559	152098	ZCWPW2	HGNC Symbol	ZCWPW2
ENSG00000153266	55079	FEZF2	HGNC Symbol	FEZF2
ENSG00000282399		IGHV1-69D	HGNC Symbol	IGHV1-69D
ENSG00000094880	8697	CDC23	HGNC Symbol	CDC23
ENSG00000282453		IGHV2-70	HGNC Symbol	IGHV2-70
ENSG00000282679		IGHV3-71	HGNC Symbol	IGHV3-71
ENSG00000278042		IGHV3-72	HGNC Symbol	IGHV3-72
ENSG00000212747	441518	RTL8B	HGNC Symbol	RTL8B
ENSG00000189299	139628	FOXR2	HGNC Symbol	FOXR2
ENSG00000275658	3804	KIR2DL3	HGNC Symbol	KIR2DL3
ENSG00000229594		AL159987.2	Clone-based (Ensembl) gene	
ENSG00000134590	8933	RTL8C	HGNC Symbol	RTL8C
ENSG00000038358	23644	EDC4	HGNC Symbol	EDC4
ENSG00000179134	55095	SAMD4B	HGNC Symbol	SAMD4B
ENSG00000167004	2923	PDIA3	HGNC Symbol	PDIA3
ENSG00000279093		AP001362.1	Clone-based (Ensembl) gene	
ENSG00000169164	139629	AL159987.1	Clone-based (Ensembl) gene	
ENSG00000236004		AL139156.3	Clone-based (Ensembl) gene	
ENSG00000233178		AL161457.2	Clone-based (Ensembl) gene	
ENSG00000272100		AL513218.1	Clone-based (Ensembl) gene	
ENSG00000231152		MTND2P15	HGNC Symbol	MTND2P15
ENSG00000223429		AL139156.1	Clone-based (Ensembl) gene	
ENSG00000273539		IGHV3-73	HGNC Symbol	IGHV3-73
ENSG00000226794		MTND1P20	HGNC Symbol	MTND1P20
ENSG00000269987		AC004542.2	Clone-based (Ensembl) gene	
ENSG00000224255		PDCL3P6	HGNC Symbol	PDCL3P6
ENSG00000229019		AL161457.1	Clone-based (Ensembl) gene	
ENSG00000269972		AC004542.1	Clone-based (Ensembl) gene	
ENSG00000282305		IGHV3-74	HGNC Symbol	IGHV3-74
ENSG00000203950	26071	RTL8A	HGNC Symbol	RTL8A
ENSG00000154222	200014	CC2D1B	HGNC Symbol	CC2D1B
ENSG00000273406		AC245008.1	Clone-based (Ensembl) gene	
ENSG00000282186		IGHVII-74-1	HGNC Symbol	IGHVII-74-1
ENSG00000171224	219738	FAM241B	HGNC Symbol	FAM241B
ENSG00000120054	1369	CPN1	HGNC Symbol	CPN1
ENSG00000276060		IGHV3-75	HGNC Symbol	IGHV3-75
ENSG00000265808	9554	SEC22B	HGNC Symbol	SEC22B
ENSG00000265808	100996517	SEC22B	HGNC Symbol	SEC22B
ENSG00000265808	100996716	SEC22B	HGNC Symbol	SEC22B
ENSG00000281162		LINC01127	HGNC Symbol	LINC01127
ENSG00000152266	5741	PTH	HGNC Symbol	PTH
ENSG00000213578	594855	CPLX3	HGNC Symbol	CPLX3
ENSG00000205277	10071	MUC12	HGNC Symbol	MUC12
ENSG00000185811	10320	IKZF1	HGNC Symbol	IKZF1
ENSG00000259589		AC073167.1	Clone-based (Ensembl) gene	
ENSG00000108961	29098	RANGRF	HGNC Symbol	RANGRF
ENSG00000196972	644596	SMIM10L2B	HGNC Symbol	SMIM10L2B
ENSG00000140506	79748	LMAN1L	HGNC Symbol	LMAN1L
ENSG00000275828		AC134879.3	Clone-based (Ensembl) gene	
ENSG00000231964	102724323	AL731567.1	Clone-based (Ensembl) gene	
ENSG00000274642		AC244669.2	Clone-based (Ensembl) gene	
ENSG00000223804		AC244669.1	Clone-based (Ensembl) gene	
ENSG00000223809		AC234771.1	Clone-based (Ensembl) gene	
ENSG00000153179	283349	RASSF3	HGNC Symbol	RASSF3
ENSG00000248964	101929470	AC131254.1	Clone-based (Ensembl) gene	
ENSG00000248505	101928851	LINC02380	HGNC Symbol	LINC02380
ENSG00000224107	100129515	ETDB	HGNC Symbol	ETDB
ENSG00000224107	101928677	ETDB	HGNC Symbol	ETDB
ENSG00000273572	53841	CDHR5	HGNC Symbol	CDHR5
ENSG00000254086		AC131254.3	Clone-based (Ensembl) gene	
ENSG00000251459		AC013724.1	Clone-based (Ensembl) gene	
ENSG00000228901		HMGN2P36	HGNC Symbol	HMGN2P36
ENSG00000270392	767846	PFN1P2	HGNC Symbol	PFN1P2
ENSG00000253604		AC131254.2	Clone-based (Ensembl) gene	
ENSG00000228372		SMIM10L2B-AS1	HGNC Symbol	SMIM10L2B-AS1
ENSG00000251049		AC107396.1	Clone-based (Ensembl) gene	
ENSG00000250333		AC093725.2	Clone-based (Ensembl) gene	
ENSG00000234228		NCLP2	HGNC Symbol	NCLP2
ENSG00000083750	10325	RRAGB	HGNC Symbol	RRAGB
ENSG00000232218		AL021937.2	Clone-based (Ensembl) gene	
ENSG00000101670	9388	LIPG	HGNC Symbol	LIPG
ENSG00000141696	10609	P3H4	HGNC Symbol	P3H4
ENSG00000179163	2517	FUCA1	HGNC Symbol	FUCA1
ENSG00000282115		AC015849.8	Clone-based (Ensembl) gene	
ENSG00000250746		AC105250.1	Clone-based (Ensembl) gene	
ENSG00000196159	79633	FAT4	HGNC Symbol	FAT4
ENSG00000282202		AC015849.10	Clone-based (Ensembl) gene	
ENSG00000145416	55016	MARCH1	HGNC Symbol	MARCH1
ENSG00000232557		AL590609.3	Clone-based (Ensembl) gene	
